,TransactionID,isFraud,TransactionDT,TransactionAmt,ProductCD,card4,card6,P_emaildomain,R_emaildomain,addr1,addr2,dist1,dist2
340795,3327795,1,8384195,994.0,W,visa,debit,yahoo.com,,226.0,87.0,294.0,
340797,3327797,1,8384204,20.0,S,visa,debit,,gmail.com,441.0,87.0,,
340804,3327804,1,8384254,445.0,W,visa,debit,yahoo.com,,226.0,87.0,294.0,
340830,3327830,1,8384622,129.95,W,visa,debit,yahoo.com,,231.0,87.0,6.0,
340907,3327907,1,8386170,994.0,W,visa,credit,yahoo.com,,177.0,87.0,,
340919,3327919,1,8386380,445.0,W,visa,debit,gmail.com,,299.0,87.0,2.0,
341031,3328031,1,8388717,490.0,W,visa,credit,yahoo.com,,177.0,87.0,,
341079,3328079,1,8390045,470.0,W,visa,credit,mail.com,,225.0,87.0,,
341091,3328091,1,8390216,107.95,W,visa,debit,,,387.0,87.0,,
341100,3328100,1,8390357,310.559,C,visa,credit,gmail.com,gmail.com,,,,
341115,3328115,1,8390723,171.0,W,mastercard,debit,gmail.com,,123.0,87.0,15.0,
341124,3328124,1,8390956,310.559,C,mastercard,credit,gmail.com,gmail.com,,,,
341159,3328159,1,8392375,34.0,W,mastercard,debit,gmail.com,,387.0,87.0,,
341170,3328170,1,8392719,19.576,C,visa,credit,hotmail.com,hotmail.com,,,,
341210,3328210,1,8393697,21.026,C,mastercard,credit,gmail.com,gmail.com,,,,
341237,3328237,1,8394295,364.0,W,visa,credit,anonymous.com,,299.0,87.0,,
341242,3328242,1,8394400,55.99,W,visa,debit,yahoo.com,,220.0,87.0,1.0,
341310,3328310,1,8396548,10.354000000000001,C,visa,debit,gmail.com,gmail.com,,,,
341348,3328348,1,8398904,1651.0,W,visa,debit,gmail.com,,299.0,87.0,2.0,
341371,3328371,1,8399964,15.0,S,mastercard,credit,,gmail.com,330.0,87.0,,
341381,3328381,1,8400465,280.0,W,visa,debit,anonymous.com,,512.0,87.0,,
341410,3328410,1,8403807,70.691,C,visa,credit,gmail.com,gmail.com,,,,7.0
341412,3328412,1,8403856,70.691,C,visa,credit,gmail.com,gmail.com,,,,7.0
341422,3328422,1,8405171,209.95,W,visa,debit,me.com,,143.0,87.0,6.0,
341425,3328425,1,8405317,35.346,C,visa,credit,gmail.com,gmail.com,,,,
341428,3328428,1,8405363,35.346,C,visa,credit,gmail.com,gmail.com,,,,
341431,3328431,1,8406036,41.388000000000005,C,visa,credit,gmail.com,gmail.com,,,,
341432,3328432,1,8406108,41.388000000000005,C,visa,credit,gmail.com,gmail.com,,,,22.0
341443,3328443,1,8407678,280.0,W,mastercard,credit,gmail.com,,272.0,87.0,5.0,
341453,3328453,1,8409687,12.687999999999999,C,mastercard,credit,gmail.com,gmail.com,,,,
341477,3328477,1,8419978,42.657,C,visa,credit,gmail.com,gmail.com,,,,
341507,3328507,1,8424906,360.0,W,visa,credit,outlook.com,,204.0,87.0,,
341531,3328531,1,8426469,57.95,W,visa,debit,yahoo.com,,327.0,87.0,3.0,
341538,3328538,1,8426794,226.0,W,visa,credit,aol.com,,126.0,87.0,,
341589,3328589,1,8429269,5.0,S,visa,debit,,gmail.com,441.0,87.0,,4.0
341594,3328594,1,8429542,117.0,W,visa,debit,aol.com,,420.0,87.0,5.0,
341694,3328694,1,8432782,107.95,W,mastercard,debit,yahoo.com,,191.0,87.0,,
341698,3328698,1,8432820,226.0,W,visa,credit,,,126.0,87.0,110.0,
341722,3328722,1,8433615,117.0,W,mastercard,debit,gmail.com,,123.0,87.0,15.0,
341734,3328734,1,8433864,117.0,W,mastercard,debit,gmail.com,,123.0,87.0,15.0,
341742,3328742,1,8434048,25.95,W,visa,debit,,,485.0,87.0,0.0,
341788,3328788,1,8435345,92.0,W,visa,debit,gmail.com,,476.0,87.0,22.0,
341797,3328797,1,8435526,59.0,W,mastercard,debit,yahoo.com,,269.0,87.0,,
341820,3328820,1,8435911,23.261999999999997,C,mastercard,debit,hotmail.com,hotmail.com,,,,
341828,3328828,1,8436062,59.0,W,mastercard,debit,yahoo.com,,269.0,87.0,,
341834,3328834,1,8436129,13.958,C,mastercard,debit,hotmail.com,hotmail.com,,,,0.0
341851,3328851,1,8436552,9.305,C,mastercard,debit,hotmail.com,hotmail.com,,,,0.0
341869,3328869,1,8436920,9.305,C,mastercard,debit,hotmail.com,hotmail.com,,,,0.0
341903,3328903,1,8437483,129.95,W,visa,debit,yahoo.com,,231.0,87.0,6.0,
341927,3328927,1,8437924,59.0,W,visa,debit,yahoo.com,,204.0,87.0,,
341942,3328942,1,8438138,117.0,W,visa,debit,gmail.com,,126.0,87.0,,
341976,3328976,1,8438869,26.403000000000002,C,mastercard,debit,outlook.com,outlook.com,,,,0.0
342098,3329098,1,8440966,112.0,W,mastercard,debit,gmail.com,,272.0,87.0,,
342164,3329164,1,8442243,54.33,W,visa,debit,gmail.com,,494.0,87.0,,
342204,3329204,1,8443247,35.346,C,visa,credit,gmail.com,gmail.com,,,,7.0
342209,3329209,1,8443291,35.346,C,visa,credit,gmail.com,gmail.com,,,,7.0
342225,3329225,1,8443555,59.0,W,mastercard,debit,yahoo.com,,269.0,87.0,,
342255,3329255,1,8443835,40.0,S,visa,debit,,protonmail.com,299.0,87.0,,
342264,3329264,1,8443959,40.0,S,american express,credit,,protonmail.com,299.0,87.0,,
342268,3329268,1,8444007,40.0,S,visa,debit,,protonmail.com,299.0,87.0,,
342269,3329269,1,8444012,134.13299999999998,C,mastercard,credit,hotmail.com,hotmail.com,,,,
342273,3329273,1,8444045,40.0,S,american express,credit,,protonmail.com,299.0,87.0,,
342277,3329277,1,8444182,40.0,S,american express,credit,,protonmail.com,299.0,87.0,,
342300,3329300,1,8444643,310.0,W,mastercard,credit,gmail.com,,269.0,87.0,,
342522,3329522,1,8448485,97.0,W,visa,credit,yahoo.com,,433.0,87.0,19.0,
342536,3329536,1,8448784,171.0,W,mastercard,debit,yahoo.com,,269.0,87.0,,
342575,3329575,1,8449432,108.5,W,mastercard,debit,yahoo.com,,441.0,87.0,0.0,
342616,3329616,1,8450025,59.0,W,mastercard,debit,yahoo.com,,337.0,87.0,,
342631,3329631,1,8450221,445.0,W,visa,credit,outlook.com,,299.0,87.0,,
342640,3329640,1,8450406,54.0,W,mastercard,debit,yahoo.com,,337.0,87.0,,
342712,3329712,1,8451695,335.0,W,visa,debit,gmail.com,,126.0,87.0,2.0,
342748,3329748,1,8452145,335.0,W,visa,debit,gmail.com,,126.0,87.0,2.0,
342759,3329759,1,8452275,117.0,W,visa,debit,gmail.com,,498.0,87.0,,
342764,3329764,1,8452398,300.0,S,mastercard,credit,,gmail.com,330.0,87.0,,
342770,3329770,1,8452475,300.0,S,mastercard,credit,,gmail.com,330.0,87.0,,
342777,3329777,1,8452627,200.0,S,mastercard,credit,,gmail.com,330.0,87.0,,
342780,3329780,1,8452695,200.0,S,mastercard,credit,,gmail.com,330.0,87.0,,
342792,3329792,1,8452959,200.0,S,mastercard,credit,,gmail.com,330.0,87.0,,
342812,3329812,1,8453183,200.0,S,mastercard,credit,,gmail.com,330.0,87.0,,
342954,3329954,1,8455455,102.0,W,mastercard,debit,yahoo.com,,337.0,87.0,,
342959,3329959,1,8455568,49.0,W,visa,debit,yahoo.com,,126.0,87.0,1.0,
342961,3329961,1,8455598,26.766,C,visa,debit,gmail.com,gmail.com,,,,
342963,3329963,1,8455606,10.151,C,visa,credit,hotmail.com,hotmail.com,,,,0.0
342968,3329968,1,8455653,26.766,C,visa,debit,gmail.com,gmail.com,,,,
342970,3329970,1,8455720,10.151,C,mastercard,debit,hotmail.com,hotmail.com,,,,0.0
342978,3329978,1,8455849,146.0,W,visa,debit,gmail.com,,476.0,87.0,22.0,
342992,3329992,1,8456027,10.151,C,visa,credit,hotmail.com,hotmail.com,,,,0.0
342999,3329999,1,8456160,15.0,S,visa,debit,,yahoo.com,272.0,87.0,,7.0
343018,3330018,1,8456359,39.0,W,visa,debit,yahoo.com,,204.0,87.0,2.0,
343043,3330043,1,8456646,226.0,W,visa,debit,,,177.0,87.0,2.0,
343050,3330050,1,8456784,26.766,C,visa,debit,gmail.com,gmail.com,,,,
343058,3330058,1,8456858,26.766,C,visa,debit,gmail.com,gmail.com,,,,
343066,3330066,1,8456960,26.766,C,mastercard,debit,gmail.com,gmail.com,,,,
343074,3330074,1,8457068,280.0,W,visa,debit,anonymous.com,,177.0,87.0,2.0,
343092,3330092,1,8457508,92.95,W,visa,debit,,,272.0,87.0,19.0,
343098,3330098,1,8457613,31.66,C,visa,credit,gmail.com,gmail.com,,,,
343106,3330106,1,8457768,31.66,C,visa,debit,gmail.com,gmail.com,,,,
343108,3330108,1,8457865,31.66,C,visa,credit,gmail.com,gmail.com,,,,
343110,3330110,1,8457905,31.66,C,visa,credit,gmail.com,gmail.com,,,,
343112,3330112,1,8457942,31.66,C,visa,credit,gmail.com,gmail.com,,,,
343113,3330113,1,8458001,31.66,C,mastercard,credit,gmail.com,gmail.com,,,,
343114,3330114,1,8458004,22.97,W,visa,debit,,,203.0,87.0,3.0,
343117,3330117,1,8458044,31.66,C,mastercard,credit,gmail.com,gmail.com,,,,
343180,3330180,1,8459001,201.0,W,visa,debit,aol.com,,324.0,87.0,,
343183,3330183,1,8459085,92.0,W,visa,debit,anonymous.com,,512.0,87.0,,
343253,3330253,1,8460298,16.434,C,visa,debit,gmail.com,gmail.com,,,,
343269,3330269,1,8460705,200.0,R,visa,credit,gmail.com,gmail.com,315.0,87.0,,10.0
343289,3330289,1,8460997,9.305,C,visa,credit,hotmail.com,hotmail.com,,,,199.0
343293,3330293,1,8461060,9.305,C,mastercard,credit,hotmail.com,hotmail.com,,,,199.0
343296,3330296,1,8461104,9.305,C,mastercard,debit,hotmail.com,hotmail.com,,,,199.0
343311,3330311,1,8461271,4.652,C,visa,credit,hotmail.com,hotmail.com,,,,199.0
343315,3330315,1,8461331,4.652,C,mastercard,debit,hotmail.com,hotmail.com,,,,199.0
343319,3330319,1,8461389,4.652,C,mastercard,debit,hotmail.com,hotmail.com,,,,199.0
343324,3330324,1,8461439,4.652,C,visa,debit,hotmail.com,hotmail.com,,,,199.0
343361,3330361,1,8461937,200.0,R,visa,credit,gmail.com,gmail.com,205.0,87.0,,
343372,3330372,1,8462196,200.0,R,visa,credit,gmail.com,gmail.com,205.0,87.0,,
343377,3330377,1,8462277,20.664,C,visa,credit,gmail.com,gmail.com,,,,1.0
343388,3330388,1,8462368,20.664,C,visa,credit,gmail.com,gmail.com,,,,1.0
343418,3330418,1,8463052,117.0,W,visa,debit,gmail.com,,476.0,87.0,22.0,
343429,3330429,1,8463184,117.0,W,visa,debit,gmail.com,,476.0,87.0,22.0,
343451,3330451,1,8463473,226.0,W,visa,credit,,,203.0,87.0,9.0,
343488,3330488,1,8464092,250.0,W,mastercard,debit,gmail.com,,330.0,87.0,,
343526,3330526,1,8464687,994.0,W,visa,debit,comcast.net,,420.0,87.0,2.0,
343527,3330527,1,8464696,44.107,C,visa,credit,hotmail.com,hotmail.com,,,,
343548,3330548,1,8464987,250.0,W,visa,debit,yahoo.com,,191.0,87.0,21.0,
343552,3330552,1,8465007,994.0,W,visa,debit,comcast.net,,420.0,87.0,,
343561,3330561,1,8465095,97.0,W,visa,debit,gmail.com,,498.0,87.0,,
343581,3330581,1,8465383,44.107,C,visa,credit,hotmail.com,hotmail.com,,,,
343643,3330643,1,8466370,67.067,C,visa,debit,gmail.com,gmail.com,,,,7.0
343666,3330666,1,8466613,67.067,C,visa,credit,gmail.com,gmail.com,,,,7.0
343730,3330730,1,8467880,49.0,W,mastercard,debit,gmail.com,,330.0,87.0,18.0,
343739,3330739,1,8468061,311.95,W,visa,debit,gmail.com,,310.0,87.0,13.0,
343740,3330740,1,8468061,311.95,W,visa,debit,gmail.com,,310.0,87.0,13.0,
343741,3330741,1,8468062,311.95,W,visa,debit,gmail.com,,310.0,87.0,13.0,
343742,3330742,1,8468062,311.95,W,visa,debit,gmail.com,,310.0,87.0,13.0,
343743,3330743,1,8468062,311.95,W,visa,debit,gmail.com,,310.0,87.0,13.0,
343744,3330744,1,8468062,311.95,W,visa,debit,gmail.com,,310.0,87.0,13.0,
343763,3330763,1,8468348,59.0,W,visa,debit,,,472.0,87.0,938.0,
343795,3330795,1,8468958,89.059,C,visa,debit,gmail.com,gmail.com,,,,
343830,3330830,1,8469585,61.99,W,visa,debit,comcast.net,,315.0,87.0,0.0,
343850,3330850,1,8469901,11.54,C,mastercard,credit,gmail.com,gmail.com,284.0,60.0,,
343905,3330905,1,8470909,82.0,W,visa,debit,yahoo.com,,204.0,87.0,185.0,
343912,3330912,1,8471012,4.01,C,visa,debit,gmail.com,gmail.com,,,,89.0
343917,3330917,1,8471072,4.01,C,visa,debit,gmail.com,gmail.com,,,,89.0
343924,3330924,1,8471203,35.346,C,visa,credit,gmail.com,gmail.com,,,,
343927,3330927,1,8471246,335.0,W,visa,credit,yahoo.com,,126.0,87.0,,
343928,3330928,1,8471257,44.5,W,mastercard,debit,yahoo.com,,337.0,87.0,,
343937,3330937,1,8471350,35.346,C,visa,credit,gmail.com,gmail.com,,,,
343981,3330981,1,8472352,300.0,H,mastercard,credit,gmail.com,,299.0,87.0,,
344001,3331001,1,8472735,67.067,C,visa,credit,gmail.com,gmail.com,,,,
344006,3331006,1,8472861,300.0,H,mastercard,credit,gmail.com,,299.0,87.0,,
344019,3331019,1,8473149,201.0,W,visa,debit,aol.com,,324.0,87.0,36.0,
344036,3331036,1,8473478,201.0,W,visa,debit,aol.com,,324.0,87.0,,
344074,3331074,1,8474185,335.0,W,visa,credit,,,126.0,87.0,,
344122,3331122,1,8475024,388.0,W,visa,debit,yahoo.com,,231.0,87.0,6.0,
344126,3331126,1,8475107,201.0,W,visa,debit,aol.com,,324.0,87.0,36.0,
344131,3331131,1,8475195,117.0,W,visa,debit,aol.com,,324.0,87.0,36.0,
344163,3331163,1,8475790,201.0,W,visa,debit,aol.com,,324.0,87.0,36.0,
344176,3331176,1,8476166,34.0,W,visa,debit,yahoo.com,,441.0,87.0,86.0,
344191,3331191,1,8476459,39.0,W,visa,debit,gmail.com,,498.0,87.0,881.0,
344197,3331197,1,8476646,39.0,W,visa,debit,gmail.com,,498.0,87.0,881.0,
344206,3331206,1,8476787,52.565,C,visa,credit,,,,,,
344208,3331208,1,8476831,52.565,C,visa,credit,,,,,,
344219,3331219,1,8477034,296.95,W,visa,debit,hotmail.com,,184.0,87.0,,
344222,3331222,1,8477058,296.95,W,visa,debit,hotmail.com,,184.0,87.0,,
344282,3331282,1,8478494,22.355,C,visa,credit,,,,,,
344297,3331297,1,8478899,994.0,W,visa,credit,yahoo.com,,177.0,87.0,11.0,
344309,3331309,1,8479177,994.0,W,visa,credit,yahoo.com,,177.0,87.0,11.0,
344332,3331332,1,8479778,296.95,W,visa,credit,gmail.com,,184.0,87.0,,
344361,3331361,1,8480464,335.0,W,visa,credit,yahoo.com,,299.0,87.0,,
344486,3331486,1,8484364,39.333,C,mastercard,credit,,,,,,
344489,3331489,1,8484467,10.03,C,mastercard,credit,,,,,,
344494,3331494,1,8484975,38.971,C,mastercard,credit,,,,,,
344503,3331503,1,8485549,9.546,C,mastercard,debit,,,,,,
344596,3331596,1,8492084,49.0,W,visa,credit,gmail.com,,225.0,87.0,0.0,
344605,3331605,1,8493896,20.965999999999998,C,visa,debit,,,,,,
344606,3331606,1,8493953,20.965999999999998,C,mastercard,credit,,,,,,
344607,3331607,1,8494065,20.965999999999998,C,mastercard,debit,,,,,,
344614,3331614,1,8495062,59.0,W,visa,debit,gmail.com,,123.0,87.0,1.0,
344615,3331615,1,8495155,59.0,W,mastercard,debit,gmail.com,,123.0,87.0,1.0,
344617,3331617,1,8495856,59.0,W,visa,debit,gmail.com,,123.0,87.0,,
344619,3331619,1,8496097,73.97,W,mastercard,debit,gmail.com,,315.0,87.0,,
344631,3331631,1,8499596,445.0,W,visa,debit,yahoo.com,,181.0,87.0,,
344640,3331640,1,8503645,28.579,C,visa,debit,,,,,,
344643,3331643,1,8504299,19.757,C,visa,debit,,,,,,
344649,3331649,1,8506664,335.0,W,visa,debit,gmail.com,,325.0,87.0,5.0,
344651,3331651,1,8507035,226.0,W,visa,debit,gmail.com,,325.0,87.0,5.0,
344655,3331655,1,8507339,117.0,W,visa,debit,gmail.com,,325.0,87.0,5.0,
344665,3331665,1,8509811,88.5,W,visa,debit,comcast.net,,315.0,87.0,0.0,
344701,3331701,1,8511870,54.0,W,mastercard,debit,yahoo.com,,337.0,87.0,114.0,
344894,3331894,1,8518281,18.851,C,visa,debit,,,,,,
344924,3331924,1,8519029,420.0,W,visa,debit,yahoo.com,,494.0,87.0,,
344954,3331954,1,8519705,300.0,W,visa,debit,gmail.com,,476.0,87.0,14.0,
344957,3331957,1,8519937,57.95,W,visa,debit,,,476.0,87.0,,
344986,3331986,1,8520579,41.568999999999996,C,visa,debit,,,,,,
344987,3331987,1,8520587,44.0,W,visa,debit,comcast.net,,337.0,87.0,0.0,
344989,3331989,1,8520619,41.568999999999996,C,visa,debit,,,,,,
344991,3331991,1,8520671,56.99,W,visa,debit,comcast.net,,315.0,87.0,,
344992,3331992,1,8520672,41.568999999999996,C,visa,debit,,,,,,
344997,3331997,1,8520707,41.568999999999996,C,visa,debit,,,,,,
345000,3332000,1,8520760,41.568999999999996,C,visa,debit,,,,,,
345003,3332003,1,8520791,41.568999999999996,C,visa,debit,,,,,,
345005,3332005,1,8520823,305.0,W,visa,debit,gmail.com,,476.0,87.0,14.0,
345006,3332006,1,8520828,420.0,W,visa,debit,yahoo.com,,494.0,87.0,,
345007,3332007,1,8520836,41.568999999999996,C,visa,debit,,,,,,
345009,3332009,1,8520896,41.568999999999996,C,visa,debit,,,,,,
345010,3332010,1,8520946,41.568999999999996,C,mastercard,credit,,,,,,
345013,3332013,1,8521017,41.568999999999996,C,visa,credit,,,,,,
345014,3332014,1,8521070,41.568999999999996,C,visa,credit,,,,,,
345148,3332148,1,8524400,328.95,W,visa,debit,yahoo.com,,420.0,87.0,,
345160,3332160,1,8524640,200.0,S,mastercard,debit,,gmail.com,330.0,87.0,,16.0
345163,3332163,1,8524719,92.0,W,visa,debit,gmail.com,,476.0,87.0,,
345171,3332171,1,8524925,200.0,S,mastercard,credit,,gmail.com,330.0,87.0,,
345180,3332180,1,8525162,98.95,W,visa,debit,yahoo.com,,310.0,87.0,17.0,
345181,3332181,1,8525182,98.95,W,visa,debit,yahoo.com,,310.0,87.0,17.0,
345189,3332189,1,8525273,98.95,W,visa,debit,yahoo.com,,310.0,87.0,17.0,
345214,3332214,1,8525750,117.0,W,visa,debit,yahoo.com,,181.0,87.0,3.0,
345253,3332253,1,8526526,171.0,W,visa,credit,gmail.com,,204.0,87.0,,
345340,3332340,1,8528170,255.0,W,mastercard,debit,aol.com,,126.0,87.0,,
345346,3332346,1,8528252,884.0,W,mastercard,credit,comcast.net,,126.0,87.0,,
345365,3332365,1,8528498,171.0,W,visa,debit,aol.com,,441.0,87.0,15.0,
345372,3332372,1,8528593,994.0,W,visa,credit,mail.com,,225.0,87.0,919.0,
345388,3332388,1,8528750,105.131,C,visa,credit,,,216.0,60.0,,
345453,3332453,1,8529752,554.0,W,mastercard,credit,comcast.net,,126.0,87.0,,
345486,3332486,1,8530248,181.85,W,visa,debit,aol.com,,387.0,87.0,11.0,
345507,3332507,1,8530596,420.0,W,visa,debit,yahoo.com,,299.0,87.0,,
345571,3332571,1,8531567,994.0,W,visa,credit,yahoo.com,,177.0,87.0,1.0,
345591,3332591,1,8531890,994.0,W,visa,credit,yahoo.com,,177.0,87.0,1.0,
345651,3332651,1,8532925,390.0,W,mastercard,credit,comcast.net,,126.0,87.0,,
345807,3332807,1,8535392,15.0,S,visa,debit,,yahoo.com,272.0,87.0,,7.0
345864,3332864,1,8536368,97.0,W,visa,debit,gmail.com,,325.0,87.0,5.0,
345893,3332893,1,8536898,49.95,W,visa,debit,yahoo.com,,327.0,87.0,3.0,
345925,3332925,1,8537464,44.107,C,mastercard,debit,,,,,,
346036,3333036,1,8539511,117.0,W,visa,debit,gmail.com,,299.0,87.0,1361.0,
346037,3333037,1,8539518,49.0,W,mastercard,debit,,,272.0,87.0,725.0,
346195,3333195,1,8541853,150.0,H,visa,credit,hotmail.com,hotmail.com,296.0,65.0,,
346202,3333202,1,8541949,150.0,H,visa,credit,hotmail.com,hotmail.com,296.0,65.0,,
346223,3333223,1,8542307,150.0,H,mastercard,credit,hotmail.com,hotmail.com,296.0,65.0,,
346236,3333236,1,8542479,150.0,H,visa,credit,hotmail.com,hotmail.com,296.0,65.0,,
346357,3333357,1,8544005,51.0,W,visa,debit,yahoo.com,,251.0,87.0,,
346371,3333371,1,8544122,335.0,W,mastercard,credit,gmail.com,,272.0,87.0,,
346384,3333384,1,8544374,29.0,W,visa,debit,,,315.0,87.0,,
346417,3333417,1,8544834,72.95,W,visa,debit,gmail.com,,204.0,87.0,11.0,
346523,3333523,1,8545877,67.067,C,visa,debit,,,,,,
346544,3333544,1,8546054,60.0,S,visa,debit,,gmail.com,441.0,87.0,,
346557,3333557,1,8546168,224.0,W,visa,debit,gmail.com,,299.0,87.0,,
346573,3333573,1,8546290,224.0,W,visa,debit,gmail.com,,299.0,87.0,,
346609,3333609,1,8546583,59.0,W,mastercard,debit,,,310.0,87.0,,
346668,3333668,1,8547204,126.0,W,visa,credit,outlook.com,,204.0,87.0,1022.0,
346718,3333718,1,8547645,213.0,W,visa,debit,gmail.com,,299.0,87.0,,
346797,3333797,1,8548266,49.0,W,visa,debit,yahoo.com,,251.0,87.0,5.0,
346827,3333827,1,8548527,1443.75,W,visa,credit,gmail.com,,325.0,87.0,,
346869,3333869,1,8549103,117.0,W,mastercard,credit,,,126.0,87.0,,
346903,3333903,1,8549454,224.0,W,visa,debit,gmail.com,,299.0,87.0,,
346946,3333946,1,8549765,49.0,W,visa,debit,yahoo.com,,251.0,87.0,5.0,
346975,3333975,1,8549970,77.0,W,mastercard,debit,outlook.com,,472.0,87.0,,
346987,3333987,1,8550079,77.0,W,mastercard,debit,outlook.com,,472.0,87.0,,
347134,3334134,1,8550959,295.0,W,visa,debit,gmail.com,,343.0,87.0,2471.0,
347241,3334241,1,8551862,44.0,W,visa,debit,yahoo.com,,330.0,87.0,1.0,
347367,3334367,1,8553646,171.0,W,mastercard,debit,yahoo.com,,126.0,87.0,,
347372,3334372,1,8553744,117.0,W,mastercard,debit,yahoo.com,,126.0,87.0,,
347379,3334379,1,8553816,97.0,W,mastercard,debit,yahoo.com,,126.0,87.0,,
347390,3334390,1,8553948,59.0,W,mastercard,debit,yahoo.com,,126.0,87.0,,
347404,3334404,1,8554162,56.95,W,visa,debit,gmail.com,,191.0,87.0,,
347483,3334483,1,8555366,68.95,W,visa,debit,,,264.0,87.0,6.0,
347562,3334562,1,8557081,22.114,C,mastercard,credit,,,,,,
347572,3334572,1,8557294,22.114,C,mastercard,debit,,,,,,
347576,3334576,1,8557444,59.0,W,mastercard,debit,yahoo.com,,269.0,87.0,417.0,
347581,3334581,1,8557543,59.0,W,visa,debit,gmail.com,,123.0,87.0,1.0,
347591,3334591,1,8557683,1443.75,W,visa,credit,,,325.0,87.0,,
347694,3334694,1,8559573,154.97,W,visa,debit,ymail.com,,315.0,87.0,17.0,
347703,3334703,1,8559784,117.0,W,visa,debit,yahoo.com,,433.0,87.0,64.0,
347941,3334941,1,8566293,15.950999999999999,C,visa,credit,,,,,,
347952,3334952,1,8566715,15.950999999999999,C,visa,credit,,,,,,
347964,3334964,1,8567009,100.0,H,mastercard,credit,hotmail.com,hotmail.com,296.0,65.0,,
347965,3334965,1,8567054,100.0,H,mastercard,credit,hotmail.com,hotmail.com,296.0,65.0,,
347992,3334992,1,8567850,261.95,W,visa,credit,,,337.0,87.0,,
348038,3335038,1,8569489,29.243000000000002,C,mastercard,credit,,,,,,
348059,3335059,1,8569965,29.243000000000002,C,mastercard,credit,,,,,,
348160,3335160,1,8575118,27.793000000000003,C,mastercard,credit,,,,,,
348176,3335176,1,8576668,30.814,C,mastercard,credit,,,,,,
348177,3335177,1,8577027,30.814,C,mastercard,credit,,,,,,
348201,3335201,1,8582142,40.238,C,visa,credit,,,,,,
348215,3335215,1,8585602,554.0,W,visa,debit,yahoo.com,,181.0,87.0,1.0,
348221,3335221,1,8587478,112.0,W,visa,debit,,,315.0,87.0,,
348229,3335229,1,8588541,112.0,W,visa,debit,,,315.0,87.0,,
348238,3335238,1,8591038,994.0,W,visa,credit,gmail.com,,512.0,87.0,3.0,
348240,3335240,1,8591105,103.5,W,visa,debit,,,315.0,87.0,,
348290,3335290,1,8597135,50.0,R,visa,credit,charter.net,charter.net,315.0,87.0,,20.0
348292,3335292,1,8597209,50.0,R,visa,credit,charter.net,charter.net,315.0,87.0,,20.0
348293,3335293,1,8597240,50.0,R,visa,credit,charter.net,charter.net,315.0,87.0,,20.0
348396,3335396,1,8602322,445.0,W,visa,credit,yahoo.com,,122.0,87.0,1.0,
348404,3335404,1,8602506,445.0,W,visa,debit,yahoo.com,,122.0,87.0,1.0,
348475,3335475,1,8604552,98.95,W,visa,debit,,,310.0,87.0,,
348523,3335523,1,8605808,117.0,W,visa,debit,gmail.com,,204.0,87.0,26.0,
348575,3335575,1,8607112,300.0,W,visa,debit,gmail.com,,205.0,87.0,,
348577,3335577,1,8607185,6.405,C,visa,debit,,,,,,
348581,3335581,1,8607238,6.405,C,visa,debit,,,,,,
348745,3335745,1,8610521,966.95,W,visa,debit,yahoo.com,,204.0,87.0,,
348843,3335843,1,8612249,59.0,W,visa,debit,anonymous.com,,177.0,87.0,2.0,
